"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"78092.607617";"Secondary Pulley Speed";"2974";"rpm";"47.0410578";"-72.9143396";
"78092.7453065";"Turbine Speed";"1120";"rpm";"47.0410578";"-72.9143396";
"78092.8356521";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78093.0870992";"Engine coolant temperature";"89";"℃";"47.0410578";"-72.9143396";
"78093.1826572";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78093.3629627";"Intake air temperature";"5";"℃";"47.0410578";"-72.9143396";
"78093.5153581";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78093.7044361";"Battery Terminal Voltage";"14.62";"V";"47.0410578";"-72.9143396";
"78094.0268122";"AWD Solenoid Actual Current";"304";"mA";"47.0410578";"-72.9143396";
"78094.1570953";"AWD Solenoid Set Current";"305";"mA";"47.0410578";"-72.9143396";
"78094.3825412";"Short term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78094.5627345";"Long term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"78094.9104522";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78095.2077828";"Engine RPM";"1129";"rpm";"47.0410578";"-72.9143396";
"78095.2077828";"Engine RPM x1000";"1.1";"rpm";"47.0410578";"-72.9143396";
"78095.3706236";"Average speed";"81.7310747851126";"km/h";"47.0410578";"-72.9143396";
"78095.3706236";"Distance travelled";"262.49273803655575";"km";"47.0410578";"-72.9143396";
"78095.3706236";"Distance travelled (Today)";"390.655529";"km";"47.0410578";"-72.9143396";
"78095.3706236";"Distance travelled (total)";"431.274101";"km";"47.0410578";"-72.9143396";
"78095.3706236";"Distance travelled (Week)";"413.077842";"km";"47.0410578";"-72.9143396";
"78095.3706236";"Vehicle speed";"68";"km/h";"47.0410578";"-72.9143396";
"78095.4320905";"Relative throttle position";"5.882352941176471";"%";"47.0410578";"-72.9143396";
"78095.5458742";"Timing advance";"24.5";"°";"47.0410578";"-72.9143396";
"78095.6855912";"Calculated engine load value";"55.294117647058826";"%";"47.0410578";"-72.9143396";
"78095.8492571";"MAF air flow rate";"10.540000000000001";"g/sec";"47.0410578";"-72.9143396";
"78095.8492571";"Power from MAF";"12.648000000000001";"hp";"47.0410578";"-72.9143396";
"78096.0022495";"Calculated boost";"-0.27";"bar";"47.0410578";"-72.9143396";
"78096.0022495";"Intake manifold absolute pressure";"73";"kPa";"47.0410578";"-72.9143396";
"78096.2124563";"Actual Gear Ratio";"0.371099412527657";"";"47.0410578";"-72.9143396";
"78096.3624479";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78096.6826183";"[ABS] Front left wheel speed";"69.13125";"km/h";"47.0410578";"-72.9143396";
"78096.7955918";"[ABS] Front right wheel speed";"69.1875";"km/h";"47.0410578";"-72.9143396";
"78096.9632827";"[ABS] Rear left wheel speed";"69.1875";"km/h";"47.0410578";"-72.9143396";
"78097.0715087";"[ABS] Rear right wheel speed";"69.075";"km/h";"47.0410578";"-72.9143396";
"78097.1622254";"[ABS] Steering angle sensor";"0";"°";"47.0410578";"-72.9143396";
"78097.3180638";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78097.4665517";"Primary Pulley Speed";"1218";"rpm";"47.0410578";"-72.9143396";
"78097.6227936";"Secondary Pulley Speed";"3059";"rpm";"47.0410578";"-72.9143396";
"78097.811663";"Turbine Speed";"1216";"rpm";"47.0410578";"-72.9143396";
"78098.0113781";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78098.3127012";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78098.4803537";"Intake air temperature";"5";"℃";"47.0410578";"-72.9143396";
"78098.6081967";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78098.8646108";"Battery Terminal Voltage";"14.623";"V";"47.0410578";"-72.9143396";
"78099.0680305";"AWD Solenoid Actual Current";"298";"mA";"47.0410578";"-72.9143396";
"78099.1990664";"AWD Solenoid Set Current";"301";"mA";"47.0410578";"-72.9143396";
"78099.4621488";"Short term fuel % trim - Bank 1";"-0.78125";"%";"47.0410578";"-72.9143396";
"78099.638081";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78099.9601799";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78100.2312877";"Engine RPM";"1232";"rpm";"47.0410578";"-72.9143396";
"78100.2312877";"Engine RPM x1000";"1.2";"rpm";"47.0410578";"-72.9143396";
"78100.2989662";"Average speed";"81.72522608423908";"km/h";"47.0410578";"-72.9143396";
"78100.2989662";"Distance travelled";"262.5858014331113";"km";"47.0410578";"-72.9143396";
"78100.2989662";"Distance travelled (Today)";"390.748592";"km";"47.0410578";"-72.9143396";
"78100.2989662";"Distance travelled (total)";"431.367164";"km";"47.0410578";"-72.9143396";
"78100.2989662";"Distance travelled (Week)";"413.17090499999995";"km";"47.0410578";"-72.9143396";
"78100.2989662";"Vehicle speed";"68";"km/h";"47.0410578";"-72.9143396";
"78100.4813508";"Relative throttle position";"7.8431372549019605";"%";"47.0410578";"-72.9143396";
"78100.6479131";"Timing advance";"11.5";"°";"47.0410578";"-72.9143396";
"78100.737441";"Calculated engine load value";"78.82352941176471";"%";"47.0410578";"-72.9143396";
"78100.8991337";"MAF air flow rate";"17.04";"g/sec";"47.0410578";"-72.9143396";
"78100.8991337";"Power from MAF";"20.447999999999997";"hp";"47.0410578";"-72.9143396";
"78101.0863886";"Calculated boost";"-0.14";"bar";"47.0410578";"-72.9143396";
"78101.0863886";"Intake manifold absolute pressure";"86";"kPa";"47.0410578";"-72.9143396";
"78101.418567";"Actual Gear Ratio";"0.45313191424429694";"";"47.0410578";"-72.9143396";
"78101.506271";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78101.7911682";"[ABS] Front left wheel speed";"70.48125";"km/h";"47.0410578";"-72.9143396";
"78101.9410884";"[ABS] Front right wheel speed";"70.70625";"km/h";"47.0410578";"-72.9143396";
"78102.0690211";"[ABS] Rear left wheel speed";"70.93125";"km/h";"47.0410578";"-72.9143396";
"78102.1616506";"[ABS] Rear right wheel speed";"71.26875";"km/h";"47.0410578";"-72.9143396";
"78102.2632565";"[ABS] Steering angle sensor";"2";"°";"47.0410578";"-72.9143396";
"78102.5293723";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78102.6459062";"Primary Pulley Speed";"1397";"rpm";"47.0410578";"-72.9143396";
"78102.7989278";"Secondary Pulley Speed";"3211";"rpm";"47.0410578";"-72.9143396";
"78102.8935754";"Turbine Speed";"1376";"rpm";"47.0410578";"-72.9143396";
"78103.0302565";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78103.3293539";"Engine coolant temperature";"90";"℃";"47.0410578";"-72.9143396";
"78103.5033716";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78103.6305242";"Intake air temperature";"4";"℃";"47.0410578";"-72.9143396";
"78103.81525";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78104.0886392";"Battery Terminal Voltage";"14.621";"V";"47.0410578";"-72.9143396";
"78104.3429901";"AWD Solenoid Actual Current";"298";"mA";"47.0410578";"-72.9143396";
"78104.4259847";"AWD Solenoid Set Current";"300";"mA";"47.0410578";"-72.9143396";
"78104.7308088";"Short term fuel % trim - Bank 1";"-3.90625";"%";"47.0410578";"-72.9143396";
"78104.8733486";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78105.1591249";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78105.4662335";"Engine RPM";"1261";"rpm";"47.0410578";"-72.9143396";
"78105.4662335";"Engine RPM x1000";"1.3";"rpm";"47.0410578";"-72.9143396";
"78105.5881609";"Average speed";"81.72169361262253";"km/h";"47.0410578";"-72.9143396";
"78105.5881609";"Distance travelled";"262.69457238866687";"km";"47.0410578";"-72.9143396";
"78105.5881609";"Distance travelled (Today)";"390.857363";"km";"47.0410578";"-72.9143396";
"78105.5881609";"Distance travelled (total)";"431.47593500000005";"km";"47.0410578";"-72.9143396";
"78105.5881609";"Distance travelled (Week)";"413.279676";"km";"47.0410578";"-72.9143396";
"78105.5881609";"Vehicle acceleration";"0.01812415641380277";"g";"47.0410578";"-72.9143396";
"78105.5881609";"Vehicle speed";"74";"km/h";"47.0410578";"-72.9143396";
"78105.7358122";"Relative throttle position";"2.3529411764705883";"%";"47.0410578";"-72.9143396";
"78105.885482";"Timing advance";"0";"°";"47.0410578";"-72.9143396";
"78105.99216";"Calculated engine load value";"18.431372549019606";"%";"47.0410578";"-72.9143396";
"78106.0681427";"MAF air flow rate";"4.36";"g/sec";"47.0410578";"-72.9143396";
"78106.0681427";"Power from MAF";"5.232";"hp";"47.0410578";"-72.9143396";
"78106.1716772";"Calculated boost";"-0.75";"bar";"47.0410578";"-72.9143396";
"78106.1716772";"Intake manifold absolute pressure";"25";"kPa";"47.0410578";"-72.9143396";
"78106.4661332";"Actual Gear Ratio";"0.37891203173876553";"";"47.0410578";"-72.9143396";
"78106.6085662";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78106.8348011";"[ABS] Front left wheel speed";"72.3375";"km/h";"47.0410578";"-72.9143396";
"78106.936381";"[ABS] Front right wheel speed";"72.3375";"km/h";"47.0410578";"-72.9143396";
"78107.0631966";"[ABS] Rear left wheel speed";"72.16875";"km/h";"47.0410578";"-72.9143396";
"78107.1711922";"[ABS] Rear right wheel speed";"72.1125";"km/h";"47.0410578";"-72.9143396";
"78107.3428017";"[ABS] Steering angle sensor";"2";"°";"47.0410578";"-72.9143396";
"78107.5941966";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78107.6777305";"Primary Pulley Speed";"1216";"rpm";"47.0410578";"-72.9143396";
"78107.8433275";"Secondary Pulley Speed";"3170";"rpm";"47.0410578";"-72.9143396";
"78107.9043629";"Turbine Speed";"1216";"rpm";"47.0410578";"-72.9143396";
"78108.0527168";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78108.3532004";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78108.4434422";"Intake air temperature";"4";"℃";"47.0410578";"-72.9143396";
"78108.602863";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78108.9012093";"Battery Terminal Voltage";"14.624";"V";"47.0410578";"-72.9143396";
"78109.1903351";"AWD Solenoid Actual Current";"302";"mA";"47.0410578";"-72.9143396";
"78109.3084517";"AWD Solenoid Set Current";"304";"mA";"47.0410578";"-72.9143396";
"78109.5735166";"Short term fuel % trim - Bank 1";"-1.5625";"%";"47.0410578";"-72.9143396";
"78109.7377159";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78109.9231322";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78110.1720443";"Engine RPM";"1173";"rpm";"47.0410578";"-72.9143396";
"78110.1720443";"Engine RPM x1000";"1.2";"rpm";"47.0410578";"-72.9143396";
"78110.3228912";"Average speed";"81.71730634737438";"km/h";"47.0410578";"-72.9143396";
"78110.3228912";"Distance travelled";"262.7880010953891";"km";"47.0410578";"-72.9143396";
"78110.3228912";"Distance travelled (Today)";"390.950792";"km";"47.0410578";"-72.9143396";
"78110.3228912";"Distance travelled (total)";"431.56936399999995";"km";"47.0410578";"-72.9143396";
"78110.3228912";"Distance travelled (Week)";"413.37310499999995";"km";"47.0410578";"-72.9143396";
"78110.3228912";"Vehicle speed";"71";"km/h";"47.0410578";"-72.9143396";
"78110.4764745";"Relative throttle position";"4.313725490196078";"%";"47.0410578";"-72.9143396";
"78110.6338172";"Timing advance";"19.5";"°";"47.0410578";"-72.9143396";
"78110.7432777";"Calculated engine load value";"34.11764705882353";"%";"47.0410578";"-72.9143396";
"78110.9118497";"MAF air flow rate";"6.43";"g/sec";"47.0410578";"-72.9143396";
"78110.9118497";"Power from MAF";"7.715999999999999";"hp";"47.0410578";"-72.9143396";
"78111.0548565";"Calculated boost";"-0.51";"bar";"47.0410578";"-72.9143396";
"78111.0548565";"Intake manifold absolute pressure";"49";"kPa";"47.0410578";"-72.9143396";
"78111.342983";"Actual Gear Ratio";"0.371099412527657";"";"47.0410578";"-72.9143396";
"78111.4686154";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78111.6934701";"[ABS] Front left wheel speed";"69.91875";"km/h";"47.0410578";"-72.9143396";
"78111.7462788";"[ABS] Front right wheel speed";"69.8625";"km/h";"47.0410578";"-72.9143396";
"78111.9329496";"[ABS] Rear left wheel speed";"69.80625";"km/h";"47.0410578";"-72.9143396";
"78112.0837234";"[ABS] Rear right wheel speed";"69.75";"km/h";"47.0410578";"-72.9143396";
"78112.2035885";"[ABS] Steering angle sensor";"2";"°";"47.0410578";"-72.9143396";
"78112.4231207";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78112.5007013";"Primary Pulley Speed";"1158";"rpm";"47.0410578";"-72.9143396";
"78112.5934004";"Secondary Pulley Speed";"3098";"rpm";"47.0410578";"-72.9143396";
"78112.6934069";"Turbine Speed";"1152";"rpm";"47.0410578";"-72.9143396";
"78112.7940685";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78113.0694293";"Engine coolant temperature";"90";"℃";"47.0410578";"-72.9143396";
"78113.2212512";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78113.3642804";"Intake air temperature";"3";"℃";"47.0410578";"-72.9143396";
"78113.4885877";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78113.6832144";"Battery Terminal Voltage";"14.619";"V";"47.0410578";"-72.9143396";
"78113.999513";"AWD Solenoid Actual Current";"300";"mA";"47.0410578";"-72.9143396";
"78114.0728068";"AWD Solenoid Set Current";"302";"mA";"47.0410578";"-72.9143396";
"78114.3437878";"Short term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78114.5100962";"Long term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"78114.7709024";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78115.0094216";"Engine RPM";"1425";"rpm";"47.0410578";"-72.9143396";
"78115.0094216";"Engine RPM x1000";"1.4";"rpm";"47.0410578";"-72.9143396";
"78115.1428996";"Average speed";"81.71243299686789";"km/h";"47.0410578";"-72.9143396";
"78115.1428996";"Distance travelled";"262.8816645253891";"km";"47.0410578";"-72.9143396";
"78115.1428996";"Distance travelled (Today)";"391.044455";"km";"47.0410578";"-72.9143396";
"78115.1428996";"Distance travelled (total)";"431.66302700000006";"km";"47.0410578";"-72.9143396";
"78115.1428996";"Distance travelled (Week)";"413.466768";"km";"47.0410578";"-72.9143396";
"78115.1428996";"Vehicle speed";"70";"km/h";"47.0410578";"-72.9143396";
"78115.3221525";"Relative throttle position";"10.588235294117647";"%";"47.0410578";"-72.9143396";
"78115.4830109";"Timing advance";"19.5";"°";"47.0410578";"-72.9143396";
"78115.6505853";"Calculated engine load value";"21.96078431372549";"%";"47.0410578";"-72.9143396";
"78115.8277294";"MAF air flow rate";"4.0600000000000005";"g/sec";"47.0410578";"-72.9143396";
"78115.8277294";"Power from MAF";"4.872000000000001";"hp";"47.0410578";"-72.9143396";
"78115.9720105";"Calculated boost";"-0.67";"bar";"47.0410578";"-72.9143396";
"78115.9720105";"Intake manifold absolute pressure";"33";"kPa";"47.0410578";"-72.9143396";
"78116.2538461";"Actual Gear Ratio";"0.40625619897764553";"";"47.0410578";"-72.9143396";
"78116.3581733";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78116.6698557";"[ABS] Front left wheel speed";"68.90625";"km/h";"47.0410578";"-72.9143396";
"78116.8234683";"[ABS] Front right wheel speed";"68.56875";"km/h";"47.0410578";"-72.9143396";
"78116.9703077";"[ABS] Rear left wheel speed";"68.5125";"km/h";"47.0410578";"-72.9143396";
"78117.1271405";"[ABS] Rear right wheel speed";"68.4";"km/h";"47.0410578";"-72.9143396";
"78117.2491144";"[ABS] Steering angle sensor";"1";"°";"47.0410578";"-72.9143396";
"78117.5682157";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78117.7213776";"Primary Pulley Speed";"1252";"rpm";"47.0410578";"-72.9143396";
"78117.8178686";"Secondary Pulley Speed";"3043";"rpm";"47.0410578";"-72.9143396";
"78117.9634448";"Turbine Speed";"1248";"rpm";"47.0410578";"-72.9143396";
"78118.0629869";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78118.38301";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78118.4801265";"Intake air temperature";"3";"℃";"47.0410578";"-72.9143396";
"78118.5763705";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78118.7915795";"Battery Terminal Voltage";"14.613";"V";"47.0410578";"-72.9143396";
"78119.0955292";"AWD Solenoid Actual Current";"314";"mA";"47.0410578";"-72.9143396";
"78119.2486945";"AWD Solenoid Set Current";"315";"mA";"47.0410578";"-72.9143396";
"78119.4987038";"Short term fuel % trim - Bank 1";"0.78125";"%";"47.0410578";"-72.9143396";
"78119.6729398";"Long term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"78119.9347326";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78120.06214";"Engine RPM";"1595";"rpm";"47.0410578";"-72.9143396";
"78120.06214";"Engine RPM x1000";"1.6";"rpm";"47.0410578";"-72.9143396";
"78120.243097";"Average speed";"81.70727961093567";"km/h";"47.0410578";"-72.9143396";
"78120.243097";"Distance travelled";"262.9807949281669";"km";"47.0410578";"-72.9143396";
"78120.243097";"Distance travelled (Today)";"391.143585";"km";"47.0410578";"-72.9143396";
"78120.243097";"Distance travelled (total)";"431.762157";"km";"47.0410578";"-72.9143396";
"78120.243097";"Distance travelled (Week)";"413.56589799999995";"km";"47.0410578";"-72.9143396";
"78120.243097";"Vehicle acceleration";"0.002840479802759618";"g";"47.0410578";"-72.9143396";
"78120.243097";"Vehicle speed";"70";"km/h";"47.0410578";"-72.9143396";
"78120.3961672";"Relative throttle position";"13.72549019607843";"%";"47.0410578";"-72.9143396";
"78120.5712773";"Timing advance";"6.5";"°";"47.0410578";"-72.9143396";
"78120.6433279";"Calculated engine load value";"100";"%";"47.0410578";"-72.9143396";
"78120.7995529";"MAF air flow rate";"20.51";"g/sec";"47.0410578";"-72.9143396";
"78120.7995529";"Power from MAF";"24.612000000000002";"hp";"47.0410578";"-72.9143396";
"78120.963037";"Calculated boost";"-0.08";"bar";"47.0410578";"-72.9143396";
"78120.963037";"Intake manifold absolute pressure";"92";"kPa";"47.0410578";"-72.9143396";
"78121.2387441";"Actual Gear Ratio";"0.5000076295109483";"";"47.0410578";"-72.9143396";
"78121.3768439";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78121.5966546";"[ABS] Front left wheel speed";"72.05625";"km/h";"47.0410578";"-72.9143396";
"78121.7432267";"[ABS] Front right wheel speed";"71.94375";"km/h";"47.0410578";"-72.9143396";
"78121.8958065";"[ABS] Rear left wheel speed";"72";"km/h";"47.0410578";"-72.9143396";
"78122.0404152";"[ABS] Rear right wheel speed";"72.225";"km/h";"47.0410578";"-72.9143396";
"78122.1724968";"[ABS] Steering angle sensor";"1";"°";"47.0410578";"-72.9143396";
"78122.4433057";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78122.519726";"Primary Pulley Speed";"1538";"rpm";"47.0410578";"-72.9143396";
"78122.6677879";"Secondary Pulley Speed";"3246";"rpm";"47.0410578";"-72.9143396";
"78122.7292092";"Turbine Speed";"1536";"rpm";"47.0410578";"-72.9143396";
"78122.8600428";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78123.1819649";"Engine coolant temperature";"89";"℃";"47.0410578";"-72.9143396";
"78123.2995809";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78123.4515268";"Intake air temperature";"2";"℃";"47.0410578";"-72.9143396";
"78123.5990195";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78123.8016747";"Battery Terminal Voltage";"14.607";"V";"47.0410578";"-72.9143396";
"78124.0231587";"AWD Solenoid Actual Current";"302";"mA";"47.0410578";"-72.9143396";
"78124.1635472";"AWD Solenoid Set Current";"302";"mA";"47.0410578";"-72.9143396";
"78124.4343686";"Short term fuel % trim - Bank 1";"-5.46875";"%";"47.0410578";"-72.9143396";
"78124.5920337";"Long term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"78124.7821692";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78125.0832103";"Engine RPM";"1300";"rpm";"47.0410578";"-72.9143396";
"78125.0832103";"Engine RPM x1000";"1.3";"rpm";"47.0410578";"-72.9143396";
"78125.2363635";"Average speed";"81.70395978121542";"km/h";"47.0410578";"-72.9143396";
"78125.2363635";"Distance travelled";"263.0834302395003";"km";"47.0410578";"-72.9143396";
"78125.2363635";"Distance travelled (Today)";"391.24622";"km";"47.0410578";"-72.9143396";
"78125.2363635";"Distance travelled (total)";"431.86479199999997";"km";"47.0410578";"-72.9143396";
"78125.2363635";"Distance travelled (Week)";"413.66853299999997";"km";"47.0410578";"-72.9143396";
"78125.2363635";"Vehicle speed";"74";"km/h";"47.0410578";"-72.9143396";
"78125.4000003";"Relative throttle position";"3.9215686274509802";"%";"47.0410578";"-72.9143396";
"78125.4618562";"Timing advance";"21";"°";"47.0410578";"-72.9143396";
"78125.6135107";"Calculated engine load value";"64.31372549019608";"%";"47.0410578";"-72.9143396";
"78125.800949";"MAF air flow rate";"18.19";"g/sec";"47.0410578";"-72.9143396";
"78125.800949";"Power from MAF";"21.828";"hp";"47.0410578";"-72.9143396";
"78125.9745545";"Calculated boost";"-0.16";"bar";"47.0410578";"-72.9143396";
"78125.9745545";"Intake manifold absolute pressure";"84";"kPa";"47.0410578";"-72.9143396";
"78126.1445082";"Actual Gear Ratio";"0.4375066758220798";"";"47.0410578";"-72.9143396";
"78126.2993448";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78126.5691796";"[ABS] Front left wheel speed";"73.51875";"km/h";"47.0410578";"-72.9143396";
"78126.7108684";"[ABS] Front right wheel speed";"73.51875";"km/h";"47.0410578";"-72.9143396";
"78126.7949804";"[ABS] Rear left wheel speed";"73.575";"km/h";"47.0410578";"-72.9143396";
"78126.9593565";"[ABS] Rear right wheel speed";"73.63125";"km/h";"47.0410578";"-72.9143396";
"78127.1065029";"[ABS] Steering angle sensor";"1";"°";"47.0410578";"-72.9143396";
"78127.4146155";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78127.4882397";"Primary Pulley Speed";"1503";"rpm";"47.0410578";"-72.9143396";
"78127.6236475";"Secondary Pulley Speed";"3291";"rpm";"47.0410578";"-72.9143396";
"78127.6959898";"Turbine Speed";"1440";"rpm";"47.0410578";"-72.9143396";
"78127.8132985";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78128.1003084";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78128.2458312";"Intake air temperature";"2";"℃";"47.0410578";"-72.9143396";
"78128.3829952";"Barometric pressure";"100";"kPa";"47.0410578";"-72.9143396";
"78128.5606201";"Battery Terminal Voltage";"14.627";"V";"47.0410578";"-72.9143396";
"78128.8235147";"AWD Solenoid Actual Current";"300";"mA";"47.0410578";"-72.9143396";
"78128.9639094";"AWD Solenoid Set Current";"300";"mA";"47.0410578";"-72.9143396";
"78129.2217887";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"78129.392051";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78129.6635577";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78129.9630714";"Engine RPM";"1193";"rpm";"47.0410578";"-72.9143396";
"78129.9630714";"Engine RPM x1000";"1.2";"rpm";"47.0410578";"-72.9143396";
"78130.0632005";"Average speed";"81.69950463825978";"km/h";"47.0410578";"-72.9143396";
"78130.0632005";"Distance travelled";"263.17862361177805";"km";"47.0410578";"-72.9143396";
"78130.0632005";"Distance travelled (Today)";"391.341413";"km";"47.0410578";"-72.9143396";
"78130.0632005";"Distance travelled (total)";"431.95998499999996";"km";"47.0410578";"-72.9143396";
"78130.0632005";"Distance travelled (Week)";"413.76372599999996";"km";"47.0410578";"-72.9143396";
"78130.0632005";"Vehicle speed";"71";"km/h";"47.0410578";"-72.9143396";
"78130.177543";"Relative throttle position";"6.2745098039215685";"%";"47.0410578";"-72.9143396";
"78130.3098287";"Timing advance";"15";"°";"47.0410578";"-72.9143396";
"78130.4600265";"Calculated engine load value";"72.54901960784314";"%";"47.0410578";"-72.9143396";
"78130.6186475";"MAF air flow rate";"14.68";"g/sec";"47.0410578";"-72.9143396";
"78130.6186475";"Power from MAF";"17.616";"hp";"47.0410578";"-72.9143396";
"78130.7593045";"Calculated boost";"-0.17";"bar";"47.0410578";"-72.9143396";
"78130.7593045";"Intake manifold absolute pressure";"83";"kPa";"47.0410578";"-72.9143396";
"78130.9433428";"Actual Gear Ratio";"0.40625619897764553";"";"47.0410578";"-72.9143396";
"78131.0755518";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"78131.2978773";"[ABS] Front left wheel speed";"70.70625";"km/h";"47.0410578";"-72.9143396";
"78131.3826702";"[ABS] Front right wheel speed";"70.59375";"km/h";"47.0410578";"-72.9143396";
"78131.5523251";"[ABS] Rear left wheel speed";"70.5375";"km/h";"47.0410578";"-72.9143396";
"78131.6541872";"[ABS] Rear right wheel speed";"70.59375";"km/h";"47.0410578";"-72.9143396";
"78131.7940205";"[ABS] Steering angle sensor";"1";"°";"47.0410578";"-72.9143396";
"78132.0073624";"AT/CVT Temperature v.1";"81";"℃";"47.0410578";"-72.9143396";
"78132.0942762";"Primary Pulley Speed";"1302";"rpm";"47.0410578";"-72.9143396";
"78132.1907456";"Secondary Pulley Speed";"3140";"rpm";"47.0410578";"-72.9143396";
"78132.3631446";"Turbine Speed";"1312";"rpm";"47.0410578";"-72.9143396";
"78132.5123443";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"78132.8118509";"Engine coolant temperature";"90";"℃";"47.0410578";"-72.9143396";
"78132.8990115";"Engine oil temperature";"90";"℃";"47.0410578";"-72.9143396";
"78133.0427215";"Intake air temperature";"2";"℃";"47.0410578";"-72.9143396";
"78133.1980597";"Barometric pressure";"99";"kPa";"47.0410578";"-72.9143396";
"78133.4591314";"Battery Terminal Voltage";"14.608";"V";"47.0410578";"-72.9143396";
"78133.6834352";"AWD Solenoid Actual Current";"298";"mA";"47.0410578";"-72.9143396";
"78133.8380977";"AWD Solenoid Set Current";"302";"mA";"47.0410578";"-72.9143396";
"78134.0119457";"Short term fuel % trim - Bank 1";"-8.59375";"%";"47.0410578";"-72.9143396";
"78134.1503732";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"78134.4547214";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"78134.7279991";"Engine RPM";"1154";"rpm";"47.0410578";"-72.9143396";
"78134.7279991";"Engine RPM x1000";"1.2";"rpm";"47.0410578";"-72.9143396";
"78134.8876659";"Average speed";"81.6946394553136";"km/h";"47.0410578";"-72.9143396";
"78134.8876659";"Distance travelled";"263.272431976778";"km";"47.0410578";"-72.9143396";
"78134.8876659";"Distance travelled (Today)";"391.435221";"km";"47.0410578";"-72.9143396";
